question,query
"I'd like to know all the details of Sid Rathore, please",SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
Show me every detail of Sid Rathore the customer,SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
Provide all details for customer Sid Rathore,SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
Can you list all the details of customer Sid Rathore,SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
Give me the full details of customer Sid Rathore,SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
Please show all the details for customer Sid Rathore,SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
Tell me the details of customer Sid Rathore,SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
What information do we have about customer Sid Rathore,SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
Give me the details for customer Sid Rathore,SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
I need all the details about Sid Rathore,SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
Provide all information for customer Sid Rathore,SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
Show every detail of customer Sid Rathore,SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
"Give me all the information of Sid Rathore, the customer",SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
Show all the details for customer Sid Rathore,SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
I need all details of customer Sid Rathore,SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
Can you give me all the details of Sid Rathore?,SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
Please tell me everything you know about customer Sid Rathore,SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
"What info do you have on Sid Rathore, the customer?",SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
Show me all the information about Sid Rathore,SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
I want to see the full details of Sid Rathore,SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
Give me complete information about Sid Rathore,SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
Tell me everything about customer Sid Rathore,SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
Can you show all the details for customer Sid Rathore?,SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
What’s the full information on Sid Rathore?,SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
I need every single detail about Sid Rathore,SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
Can you please provide all the information for Sid Rathore?,SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
Let me know all the details about Sid Rathore,SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
"Show all details of customer Sid Rathore, please",SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
I want to know everything about Sid Rathore,SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
Tell me whatever you have on customer Sid Rathore,SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
Give me the entire details of Sid Rathore,SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
Can you show me every bit of information on Sid Rathore?,SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
I need the complete profile of Sid Rathore,SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
Tell me the full information for customer Sid Rathore,SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
I’d like to know everything about Sid Rathore,SELECT * FROM customers WHERE first_name = 'Sid' and last_name = 'Rathore';
I want all the information about customer Surjeet Singh,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
Give me all details of customer Surjeet Singh,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
List me all the details of customer Surjeet Singh,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
What are the details of customer Surjeet Singh,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
all details of customer Surjeet Singh,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
all the details of customer Surjeet Singh,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
"I'd like to know all the details of Surjeet Singh, please",SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
Show me every detail of Surjeet Singh the customer,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
Provide all details for customer Surjeet Singh,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
Can you list all the details of customer Surjeet Singh,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
Give me the full details of customer Surjeet Singh,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
Please show all the details for customer Surjeet Singh,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
Tell me the details of customer Surjeet Singh,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
What information do we have about customer Surjeet Singh,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
Give me the details for customer Surjeet Singh,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
I need all the details about Surjeet Singh,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
Provide all information for customer Surjeet Singh,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
Show every detail of customer Surjeet Singh,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
"Give me all the information of Surjeet Singh, the customer",SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
Show all the details for customer Surjeet Singh,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
I need all details of customer Surjeet Singh,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
Can you give me all the details of Surjeet Singh?,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
Please tell me everything you know about customer Surjeet Singh,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
"What info do you have on Surjeet Singh, the customer?",SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
Show me all the information about Surjeet Singh,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
I want to see the full details of Surjeet Singh,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
Give me complete information about Surjeet Singh,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
Tell me everything about customer Surjeet Singh,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
Can you show all the details for customer Surjeet Singh?,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
What’s the full information on Surjeet Singh?,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
I need every single detail about Surjeet Singh,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
Can you please provide all the information for Surjeet Singh?,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
Let me know all the details about Surjeet Singh,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
"Show all details of customer Surjeet Singh, please",SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
I want to know everything about Surjeet Singh,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
Tell me whatever you have on customer Surjeet Singh,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
Give me the entire details of Surjeet Singh,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
Can you show me every bit of information on Surjeet Singh?,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
I need the complete profile of Surjeet Singh,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
Tell me the full information for customer Surjeet Singh,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
I’d like to know everything about Surjeet Singh,SELECT * FROM customers WHERE first_name = 'Surjeet' and last_name = 'Singh';
I want all the information about customer Praveen Patidaar,SELECT * FROM customers WHERE first_name = 'Praveen' and last_name = 'Patidaar';
Give me all details of customer Praveen Patidaar,SELECT * FROM customers WHERE first_name = 'Praveen' and last_name = 'Patidaar';
List me all the details of customer Praveen Patidaar,SELECT * FROM customers WHERE first_name = 'Praveen' and last_name = 'Patidaar';
What are the details of customer Praveen Patidaar,SELECT * FROM customers WHERE first_name = 'Praveen' and last_name = 'Patidaar';
all details of customer Praveen Patidaar,SELECT * FROM customers WHERE first_name = 'Praveen' and last_name = 'Patidaar';
all the details of customer Praveen Patidaar,SELECT * FROM customers WHERE first_name = 'Praveen' and last_name = 'Patidaar';
"I'd like to know all the details of Praveen Patidaar, please",SELECT * FROM customers WHERE first_name = 'Praveen' and last_name = 'Patidaar';
Show me every detail of Praveen Patidaar the customer,SELECT * FROM customers WHERE first_name = 'Praveen' and last_name = 'Patidaar';
Provide all details for customer Praveen Patidaar,SELECT * FROM customers WHERE first_name = 'Praveen' and last_name = 'Patidaar';
Can you list all the details of customer Praveen Patidaar,SELECT * FROM customers WHERE first_name = 'Praveen' and last_name = 'Patidaar';
Give me the full details of customer Praveen Patidaar,SELECT * FROM customers WHERE first_name = 'Praveen' and last_name = 'Patidaar';
Please show all the details for customer Praveen Patidaar,SELECT * FROM customers WHERE first_name = 'Praveen' and last_name = 'Patidaar';
Tell me the details of customer Praveen Patidaar,SELECT * FROM customers WHERE first_name = 'Praveen' and last_name = 'Patidaar';
What information do we have about customer Praveen Patidaar,SELECT * FROM customers WHERE first_name = 'Praveen' and last_name = 'Patidaar';
Give me the details for customer Praveen Patidaar,SELECT * FROM customers WHERE first_name = 'Praveen' and last_name = 'Patidaar';
I need all the details about Praveen Patidaar,SELECT * FROM customers WHERE first_name = 'Praveen' and last_name = 'Patidaar';
Provide all information for customer Praveen Patidaar,SELECT * FROM customers WHERE first_name = 'Praveen' and last_name = 'Patidaar';
Show every detail of customer Praveen Patidaar,SELECT * FROM customers WHERE first_name = 'Praveen' and last_name = 'Patidaar';
"Give me all the information of Praveen Patidaar, the customer",SELECT * FROM customers WHERE first_name = 'Praveen' and last_name = 'Patidaar';
Show all the details for customer Praveen Patidaar,SELECT * FROM customers WHERE first_name = 'Praveen' and last_name = 'Patidaar';
